bin	swScore	milliDiv	milliDel	milliIns	genoName	genoStart	genoEnd	genoLeft	strand	repName	repClass	repFamily	repStart	repEnd	repLeft	id
715	538	122	89	0	chr5	17156991	17157073	-164381186	-	5S	rRNA	rRNA	-31	90	1	3
779	229	67	0	0	chr5	25493237	25493267	-156044992	-	5S	rRNA	rRNA	-40	81	52	3
837	288	120	167	0	chr5	33134794	33134844	-148403415	-	5S	rRNA	rRNA	-30	91	32	3
838	613	112	0	43	chr5	33277860	33277953	-148260306	-	5S	rRNA	rRNA	-32	89	1	3
844	908	191	23	0	chr5	34038272	34038440	-147499819	+	LSU-rRNA_Hsa	rRNA	rRNA	4208	4379	-656	3
850	757	11	0	0	chr5	34802279	34802368	-146735891	+	5S	rRNA	rRNA	2	90	-31	3
850	963	191	28	0	chr5	34861954	34862127	-146676132	+	LSU-rRNA_Hsa	rRNA	rRNA	4857	5034	-1	3
857	247	191	0	0	chr5	35763024	35763066	-145775193	-	5S	rRNA	rRNA	-79	42	1	3
863	644	125	0	0	chr5	36485344	36485432	-145052827	+	5S	rRNA	rRNA	3	90	-31	3
875	260	186	0	0	chr5	38074824	38074867	-143463392	+	5S	rRNA	rRNA	1	43	-78	3
885	406	156	115	0	chr5	39397527	39397604	-142140655	+	5S	rRNA	rRNA	2	88	-33	3
900	311	284	11	11	chr5	41357001	41357090	-140181169	-	SSU-rRNA_Hsa	rRNA	rRNA	-1766	103	15	3
925	358	137	0	0	chr5	44637923	44637974	-136900285	+	5S	rRNA	rRNA	1	51	-70	3
980	374	176	119	0	chr5	51886687	51886761	-129651498	+	5S	rRNA	rRNA	1	84	-37	3
985	227	204	93	20	chr5	52517845	52517945	-129020314	-	LSU-rRNA_Hsa	rRNA	rRNA	-3802	1233	1126	3
992	273	196	18	0	chr5	53472859	53472915	-128065344	+	LSU-rRNA_Hsa	rRNA	rRNA	1708	1764	-3271	3
1006	697	89	0	0	chr5	55184937	55185027	-126353232	-	5S	rRNA	rRNA	-31	90	1	3
1010	920	87	0	0	chr5	55777470	55777585	-125760674	+	5S	rRNA	rRNA	3	117	-4	3
1013	475	125	111	12	chr5	56146765	56146846	-125391413	-	5S	rRNA	rRNA	-31	90	1	3
1014	578	125	22	0	chr5	56260356	56260444	-125277815	-	5S	rRNA	rRNA	-31	90	1	3
1017	308	340	0	0	chr5	56643403	56643500	-124894759	+	5S	rRNA	rRNA	7	103	-18	3
1064	234	191	0	0	chr5	62814520	62814562	-118723697	-	5S	rRNA	rRNA	-79	42	1	3
1076	677	111	0	0	chr5	64395210	64395300	-117142959	-	5S	rRNA	rRNA	-31	90	1	3
1078	267	150	0	0	chr5	64718878	64718918	-116819341	-	5S	rRNA	rRNA	-79	42	3	3
1089	916	241	0	31	chr5	66129055	66129248	-115409011	-	LSU-rRNA_Hsa	rRNA	rRNA	-809	4226	4040	3
1089	964	155	55	6	chr5	66129245	66129401	-115408858	-	LSU-rRNA_Hsa	rRNA	rRNA	-337	4698	4535	3
1089	280	163	0	0	chr5	66176584	66176627	-115361632	-	5S	rRNA	rRNA	-78	43	1	3
1130	322	250	77	0	chr5	71493002	71493086	-110045173	-	5S	rRNA	rRNA	-30	91	1	3
1133	1590	15	0	0	chr5	71850917	71851115	-109687144	+	LSU-rRNA_Hsa	rRNA	rRNA	2560	2757	-2278	3
1165	472	184	33	0	chr5	76091710	76091797	-105446462	-	5S	rRNA	rRNA	-1	120	31	3
1200	226	337	0	0	chr5	80650040	80650129	-100888130	-	LSU-rRNA_Hsa	rRNA	rRNA	-1194	3841	3753	3
1206	326	95	0	0	chr5	81447668	81447710	-100090549	-	5S	rRNA	rRNA	-79	42	1	3
1208	291	139	0	0	chr5	81762216	81762259	-99776000	-	5S	rRNA	rRNA	-78	43	1	3
1232	276	122	0	0	chr5	84846211	84846252	-96692007	+	5S	rRNA	rRNA	12	52	-69	3
1248	333	256	0	93	chr5	86963146	86963188	-94575071	-	5S	rRNA	rRNA	-32	89	54	3
1248	333	256	0	93	chr5	86963568	86963611	-94574648	-	5S	rRNA	rRNA	-68	53	12	3
1258	254	191	0	0	chr5	88218264	88218306	-93319953	-	5S	rRNA	rRNA	-79	42	1	3
1258	702	193	0	0	chr5	88274257	88274376	-93263883	-	5S	rRNA	rRNA	-2	119	1	3
1286	304	95	0	0	chr5	91900992	91901034	-89637225	-	5S	rRNA	rRNA	-79	42	1	3
1328	730	215	33	88	chr5	97389170	97389364	-84148895	-	LSU-rRNA_Hsa	rRNA	rRNA	-4648	387	205	3
1332	307	154	0	19	chr5	97990722	97990775	-83547484	-	5S	rRNA	rRNA	-69	52	1	3
1350	291	163	0	0	chr5	100293755	100293798	-81244461	+	5S	rRNA	rRNA	1	43	-78	3
1364	639	133	0	0	chr5	102131051	102131141	-79407118	-	5S	rRNA	rRNA	-31	90	1	3
1376	370	304	28	35	chr5	103726372	103726515	-77811744	+	LSU-rRNA_Hsa	rRNA	rRNA	3736	3877	-1158	3
1393	576	144	0	43	chr5	105923020	105923114	-75615145	-	5S	rRNA	rRNA	-31	90	1	3
1457	229	167	0	0	chr5	114399295	114399331	-67138928	-	5S	rRNA	rRNA	-85	36	1	3
1463	266	128	0	0	chr5	115144963	115145002	-66393257	+	5S	rRNA	rRNA	1	39	-82	3
1476	356	0	0	0	chr5	116818087	116818130	-64720129	+	5S	rRNA	rRNA	1	43	-78	3
1491	240	265	0	0	chr5	118777230	118777279	-62760980	+	5S	rRNA	rRNA	2	50	-71	3
1493	231	125	0	0	chr5	119072499	119072531	-62465728	+	5S	rRNA	rRNA	90	121	0	3
1496	729	139	9	0	chr5	119445720	119445835	-62092424	+	5S	rRNA	rRNA	6	121	0	3
1528	2706	130	0	22	chr5	123654915	123655317	-57882942	+	LSU-rRNA_Hsa	rRNA	rRNA	17	409	-4626	3
1528	267	222	0	0	chr5	123655309	123655354	-57882905	+	LSU-rRNA_Hsa	rRNA	rRNA	4120	4164	-871	3
1577	752	44	0	0	chr5	130114402	130114492	-51423767	+	5S	rRNA	rRNA	1	90	-31	3
1597	286	119	0	0	chr5	132740942	132740984	-48797275	+	5S	rRNA	rRNA	1	42	-79	3
1598	754	78	0	0	chr5	132848576	132848666	-48689593	+	5S	rRNA	rRNA	1	90	-31	3
1629	540	169	0	11	chr5	136969214	136969304	-44568955	-	5S	rRNA	rRNA	-30	91	3	3
1638	311	95	0	0	chr5	138133503	138133545	-43404714	+	5S	rRNA	rRNA	1	42	-79	3
1639	335	95	0	0	chr5	138220502	138220544	-43317715	-	5S	rRNA	rRNA	-79	42	1	3
1645	687	132	0	0	chr5	139012329	139012420	-42525839	+	5S	rRNA	rRNA	2	92	-29	3
1647	675	165	0	0	chr5	139299852	139299961	-42238298	+	5S	rRNA	rRNA	2	110	-11	3
1656	323	140	20	0	chr5	140507195	140507245	-41031014	+	5S	rRNA	rRNA	2	52	-69	3
1658	592	125	0	0	chr5	140732086	140732174	-40806085	-	5S	rRNA	rRNA	-33	88	1	3
1669	286	122	0	0	chr5	142120282	142120323	-39417936	+	5S	rRNA	rRNA	1	41	-80	3
1703	837	131	0	0	chr5	146555982	146556104	-34982155	+	LSU-rRNA_Hsa	rRNA	rRNA	4913	5034	-1	3
1703	563	189	0	0	chr5	146586110	146586200	-34952059	-	5S	rRNA	rRNA	-31	90	1	3
1709	350	125	0	0	chr5	147420926	147420974	-34117285	-	5S	rRNA	rRNA	-71	50	3	3
1722	293	128	0	0	chr5	149050702	149050741	-32487518	+	5S	rRNA	rRNA	4	42	-79	3
1725	328	73	0	0	chr5	149473458	149473499	-32064760	+	5S	rRNA	rRNA	2	42	-79	3
1729	368	253	32	0	chr5	149947488	149947579	-31590680	-	5S	rRNA	rRNA	-27	94	1	3
1736	376	98	0	0	chr5	150926936	150926987	-30611272	+	5S	rRNA	rRNA	1	51	-70	3
1740	714	208	0	0	chr5	151477457	151477577	-30060682	-	5S	rRNA	rRNA	-1	120	1	3
1743	723	90	0	0	chr5	151875603	151875692	-29662567	-	5S	rRNA	rRNA	-32	89	1	3
1745	310	116	0	0	chr5	152138406	152138449	-29399810	-	5S	rRNA	rRNA	-78	43	1	3
1762	275	167	0	0	chr5	154335702	154335744	-27202515	+	5S	rRNA	rRNA	1	42	-79	3
1770	1569	126	12	0	chr5	155408562	155408800	-26129459	+	LSU-rRNA_Hsa	rRNA	rRNA	4171	4411	-624	3
1774	783	22	0	0	chr5	155845436	155845527	-25692732	+	5S	rRNA	rRNA	1	91	-30	3
1775	512	180	0	0	chr5	156084446	156084535	-25453724	-	5S	rRNA	rRNA	-31	90	2	3
1784	946	186	0	47	chr5	157199880	157200049	-24338210	+	LSU-rRNA_Hsa	rRNA	rRNA	4874	5034	-1	3
1790	294	167	0	0	chr5	158033225	158033273	-23504986	-	5S	rRNA	rRNA	-73	48	1	3
1827	228	0	0	0	chr5	162879969	162879995	-18658264	-	5S	rRNA	rRNA	-44	77	52	3
1832	321	73	0	0	chr5	163485206	163485247	-18053012	-	5S	rRNA	rRNA	-79	42	2	3
1857	290	211	0	0	chr5	166805500	166805552	-14732707	+	5S	rRNA	rRNA	2	53	-68	3
1868	355	143	137	0	chr5	168239583	168239646	-13298613	-	5S	rRNA	rRNA	-33	88	16	3
1906	396	60	0	0	chr5	173216257	173216307	-8321952	-	5S	rRNA	rRNA	-71	50	1	3
1907	516	211	0	0	chr5	173292533	173292623	-8245636	-	5S	rRNA	rRNA	-31	90	1	3
1921	3237	117	0	0	chr5	175114739	175115174	-6423085	-	SSU-rRNA_Hsa	rRNA	rRNA	-183	1686	1252	3
608	470	51	17	0	chr6	3079838	3079897	-167726082	-	5S	rRNA	rRNA	-29	92	33	3
608	629	167	0	0	chr6	3088719	3088809	-167717170	-	5S	rRNA	rRNA	-31	90	1	3
618	1123	8	0	0	chr6	4427962	4428082	-166377897	+	5S	rRNA	rRNA	1	120	-1	3
629	317	95	0	0	chr6	5830480	5830522	-164975457	-	5S	rRNA	rRNA	-79	42	1	3
644	257	135	0	0	chr6	7775969	7776006	-163029973	+	5S	rRNA	rRNA	2	38	-83	3
667	645	125	8	130	chr6	10752788	10752926	-160053053	-	5S	rRNA	rRNA	0	121	1	3
679	297	184	20	0	chr6	12390042	12390091	-158415888	+	5S	rRNA	rRNA	1	50	-71	3
691	270	150	0	0	chr6	13988764	13988804	-156817175	+	5S	rRNA	rRNA	1	40	-81	3
694	320	71	0	0	chr6	14404281	14404323	-156401656	-	5S	rRNA	rRNA	-79	42	1	3
699	475	151	0	0	chr6	15035087	15035160	-155770819	-	LSU-rRNA_Hsa	rRNA	rRNA	-596	4439	4367	3
703	280	185	30	58	chr6	15522231	15522300	-155283679	-	5S	rRNA	rRNA	-54	67	1	3
710	284	194	31	16	chr6	16425257	16425320	-154380659	-	LSU-rRNA_Hsa	rRNA	rRNA	-3156	1879	1816	3
720	795	132	0	0	chr6	17721784	17721898	-153084081	-	5S	rRNA	rRNA	-1	120	7	3
733	693	67	0	11	chr6	19438282	19438373	-151367606	+	5S	rRNA	rRNA	1	90	-31	3
758	621	209	15	36	chr6	22691087	22691226	-148114753	-	LSU-rRNA_Hsa	rRNA	rRNA	-4639	396	261	3
760	895	191	31	0	chr6	22947964	22948121	-147857858	-	LSU-rRNA_Hsa	rRNA	rRNA	-1	5034	4873	3
760	298	315	0	0	chr6	23007782	23007871	-147798108	-	LSU-rRNA_Hsa	rRNA	rRNA	-4687	348	260	3
760	341	235	45	0	chr6	23008839	23008924	-147797055	+	LSU-rRNA_Hsa	rRNA	rRNA	269	357	-4678	3
796	347	71	0	0	chr6	27772329	27772371	-143033608	-	5S	rRNA	rRNA	-79	42	1	3
799	256	158	0	0	chr6	28156261	28156299	-142649680	-	5S	rRNA	rRNA	-83	38	1	3
800	332	217	0	0	chr6	28202033	28202093	-142603886	+	LSU-rRNA_Hsa	rRNA	rRNA	1952	2011	-3024	3
812	251	275	28	0	chr6	29762139	29762208	-141043771	-	LSU-rRNA_Hsa	rRNA	rRNA	-1	5034	4964	3
823	229	179	0	0	chr6	31225279	31225318	-139580661	+	SSU-rRNA_Hsa	rRNA	rRNA	1659	1697	-172	3
829	563	101	0	33	chr6	32078535	32078627	-138727352	-	5S	rRNA	rRNA	-31	90	2	3
863	268	304	12	0	chr6	36564682	36564761	-134241218	+	SSU-rRNA_Hsa	rRNA	rRNA	1130	1209	-660	3
869	305	79	0	0	chr6	37344945	37344983	-133460996	-	5S	rRNA	rRNA	-83	38	1	3
870	255	293	75	139	chr6	37386590	37386792	-133419187	+	LSU-rRNA_Hsa	rRNA	rRNA	1305	1492	-3543	3
899	565	122	108	9	chr6	41239517	41239625	-129566354	-	5S	rRNA	rRNA	0	121	2	3
904	266	143	0	0	chr6	41924430	41924472	-128881507	-	5S	rRNA	rRNA	-79	42	1	3
909	314	95	0	0	chr6	42587804	42587846	-128218133	+	5S	rRNA	rRNA	1	42	-79	3
910	323	200	0	0	chr6	42642076	42642126	-128163853	-	5S	rRNA	rRNA	-71	50	1	3
916	583	138	0	0	chr6	43418093	43418180	-127387799	+	5S	rRNA	rRNA	1	87	-34	3
918	539	182	0	0	chr6	43657838	43657926	-127148053	+	5S	rRNA	rRNA	3	90	-31	3
918	638	126	10	55	chr6	43752842	43752951	-127053028	+	5S	rRNA	rRNA	18	121	0	3
928	388	197	62	0	chr6	44977543	44977619	-125828360	+	5S	rRNA	rRNA	9	89	-32	3
944	266	154	0	0	chr6	47107136	47107175	-123698804	-	5S	rRNA	rRNA	-81	40	2	3
975	282	287	21	21	chr6	51185004	51185100	-119620879	+	LSU-rRNA_Hsa	rRNA	rRNA	276	371	-4664	3
988	312	98	0	0	chr6	52932973	52933014	-117872965	-	5S	rRNA	rRNA	-80	41	1	3
1089	588	189	0	0	chr6	66065096	66065186	-104740793	+	5S	rRNA	rRNA	1	90	-31	3
1099	545	148	0	0	chr6	67467218	67467306	-103338673	-	5S	rRNA	rRNA	-31	90	3	3
1111	269	119	0	45	chr6	68983362	68983406	-101822573	+	5S	rRNA	rRNA	1	42	-79	3
1115	650	81	0	0	chr6	69473179	69473266	-101332713	-	LSU-rRNA_Hsa	rRNA	rRNA	-2382	2653	2567	3
1144	231	208	86	0	chr6	73306414	73306467	-97499512	-	LSU-rRNA_Hsa	rRNA	rRNA	-3158	1877	1820	3
1145	995	198	0	0	chr6	73475923	73476080	-97329899	+	LSU-rRNA_Hsa	rRNA	rRNA	4863	5019	-16	3
1150	269	176	0	73	chr6	74168085	74168140	-96637839	+	LSU-rRNA_Hsa	rRNA	rRNA	2313	2363	-2672	3
1163	540	152	0	0	chr6	75865256	75865335	-94940644	-	5S	rRNA	rRNA	-42	79	1	3
1166	253	179	0	0	chr6	76232298	76232337	-94573642	-	5S	rRNA	rRNA	-82	39	1	3
1191	236	171	0	0	chr6	79454602	79454637	-91351342	-	5S	rRNA	rRNA	-86	35	1	3
1207	365	194	0	0	chr6	81550978	81551040	-89254939	+	LSU-rRNA_Hsa	rRNA	rRNA	3574	3635	-1400	3
1207	511	235	0	10	chr6	81622200	81622299	-89183680	+	5S	rRNA	rRNA	2	99	-22	3
1228	249	290	0	42	chr6	84283140	84283212	-86522767	+	SSU-rRNA_Hsa	rRNA	rRNA	791	859	-1010	3
1253	266	178	0	0	chr6	87639249	87639294	-83166685	-	5S	rRNA	rRNA	-76	45	1	3
1273	284	143	0	0	chr6	90251326	90251368	-80554611	-	5S	rRNA	rRNA	-79	42	1	3
1302	305	143	0	0	chr6	94064904	94064946	-76741033	-	5S	rRNA	rRNA	-79	42	1	3
1344	557	86	0	0	chr6	99581219	99581289	-71224690	-	LSU-rRNA_Hsa	rRNA	rRNA	-3015	2020	1951	3
1382	303	114	64	0	chr6	104543270	104543314	-66262665	+	5S	rRNA	rRNA	19	65	-56	3
1388	293	254	17	0	chr6	105324101	105324160	-65481819	+	LSU-rRNA_Hsa	rRNA	rRNA	260	319	-4716	3
1390	268	254	0	0	chr6	105519888	105519951	-65286028	+	LSU-rRNA_Hsa	rRNA	rRNA	4936	4998	-37	3
1397	610	118	0	0	chr6	106449378	106449463	-64356516	+	5S	rRNA	rRNA	2	86	-35	3
1410	562	159	22	0	chr6	108252400	108252488	-62553491	+	5S	rRNA	rRNA	1	90	-31	3
1421	225	204	0	0	chr6	109688844	109688888	-61117091	-	5S	rRNA	rRNA	-77	44	1	3
1422	800	11	0	0	chr6	109753165	109753255	-61052724	-	5S	rRNA	rRNA	-31	90	1	3
1455	571	260	86	82	chr6	114151282	114151550	-56654429	+	LSU-rRNA_Hsa	rRNA	rRNA	4403	4671	-364	3
1456	591	169	0	0	chr6	114220696	114220785	-56585194	-	5S	rRNA	rRNA	-31	90	2	3
1462	364	118	0	0	chr6	114952048	114952099	-55853880	-	5S	rRNA	rRNA	-70	51	1	3
1471	662	92	0	0	chr6	116178246	116178333	-54627646	-	5S	rRNA	rRNA	-31	90	4	3
1478	782	136	0	0	chr6	117060686	117060796	-53745183	+	5S	rRNA	rRNA	6	115	-6	3
1485	292	100	0	0	chr6	118027852	118027892	-52778087	-	5S	rRNA	rRNA	-81	40	1	3
1490	269	57	0	0	chr6	118718836	118718871	-52087108	+	5S	rRNA	rRNA	56	90	-31	3
1502	761	104	0	0	chr6	120262295	120262401	-50543578	+	LSU-rRNA_Hsa	rRNA	rRNA	2362	2467	-2568	3
1505	695	67	0	22	chr6	120686620	120686712	-50119267	+	5S	rRNA	rRNA	1	90	-31	3
1546	438	51	17	0	chr6	125979875	125979934	-44826045	-	5S	rRNA	rRNA	-61	60	1	3
1546	261	119	0	0	chr6	126065805	126065847	-44740132	-	5S	rRNA	rRNA	-79	42	1	3
1556	536	180	11	0	chr6	127317884	127317973	-43488006	-	5S	rRNA	rRNA	-31	90	1	3
1566	493	184	11	0	chr6	128698638	128698725	-42107254	+	5S	rRNA	rRNA	1	88	-33	3
1572	652	151	0	0	chr6	129493396	129493489	-41312490	-	5S	rRNA	rRNA	-28	93	1	3
1592	355	120	0	0	chr6	132080157	132080207	-38725772	-	5S	rRNA	rRNA	-70	51	2	3
1601	1633	126	0	0	chr6	133272806	133273028	-37532951	+	LSU-rRNA_Hsa	rRNA	rRNA	1704	1925	-3110	3
1609	808	91	83	0	chr6	134257034	134257144	-36548835	+	5S	rRNA	rRNA	1	120	-1	3
1612	1598	163	4	11	chr6	134674642	134674909	-36131070	+	LSU-rRNA_Hsa	rRNA	rRNA	3636	3900	-1135	3
1617	306	119	0	0	chr6	135275821	135275863	-35530116	-	5S	rRNA	rRNA	-79	42	1	3
1627	589	157	0	0	chr6	136630239	136630328	-34175651	+	5S	rRNA	rRNA	1	89	-32	3
1628	292	156	13	49	chr6	136738007	136738088	-34067891	-	SSU-rRNA_Hsa	rRNA	rRNA	-502	1367	1290	3
1630	317	292	19	54	chr6	137037585	137037697	-33768282	+	LSU-rRNA_Hsa	rRNA	rRNA	4910	5017	-18	3
1632	301	119	0	0	chr6	137306008	137306050	-33499929	+	5S	rRNA	rRNA	1	42	-79	3
1640	293	119	0	0	chr6	138376915	138376957	-32429022	+	5S	rRNA	rRNA	1	42	-79	3
1654	471	150	111	0	chr6	140158614	140158694	-30647285	-	5S	rRNA	rRNA	-31	90	1	3
1679	523	89	102	0	chr6	143449808	143449887	-27356092	+	5S	rRNA	rRNA	1	88	-33	3
1686	1207	74	0	0	chr6	144370891	144371039	-26434940	-	LSU-rRNA_Hsa	rRNA	rRNA	-754	4281	4134	3
1686	718	67	0	0	chr6	144371060	144371150	-26434829	-	LSU-rRNA_Hsa	rRNA	rRNA	-1077	3958	3869	3
1701	638	107	0	0	chr6	146340425	146340509	-24465470	+	5S	rRNA	rRNA	7	90	-31	3
1732	738	156	52	0	chr6	150344017	150344145	-20461834	+	SSU-rRNA_Hsa	rRNA	rRNA	1702	1836	-33	3
1743	542	336	29	18	chr6	151836845	151837121	-18968858	-	SSU-rRNA_Hsa	rRNA	rRNA	-670	1199	921	3
1746	646	102	0	0	chr6	152289945	152290033	-18515946	-	5S	rRNA	rRNA	-1	120	33	3
1747	644	207	0	8	chr6	152410274	152410396	-18395583	+	5S	rRNA	rRNA	1	121	0	3
1750	249	184	0	0	chr6	152735799	152735837	-18070142	-	5S	rRNA	rRNA	-82	39	2	3
1753	606	133	0	0	chr6	153159255	153159345	-17646634	-	5S	rRNA	rRNA	-31	90	1	3
1755	683	70	0	0	chr6	153420440	153420526	-17385453	+	5S	rRNA	rRNA	4	89	-32	3
1811	684	47	12	0	chr6	160786496	160786581	-10019398	-	5S	rRNA	rRNA	-32	89	4	3
1819	702	100	0	0	chr6	161870085	161870175	-8935804	-	5S	rRNA	rRNA	-31	90	1	3
1821	327	70	0	0	chr6	162052033	162052076	-8753903	-	5S	rRNA	rRNA	-78	43	1	3
1832	230	171	24	0	chr6	163485192	163485233	-7320746	-	5S	rRNA	rRNA	-79	42	1	3
1846	800	11	0	0	chr6	165409561	165409651	-5396328	+	5S	rRNA	rRNA	1	90	-31	3
1885	258	342	75	18	chr6	170400317	170400430	-405549	+	5S	rRNA	rRNA	2	121	0	3
607	239	303	11	11	chr7	2985542	2985632	-156360341	-	LSU-rRNA_Hsa	rRNA	rRNA	-655	4380	4291	3
624	281	119	0	0	chr7	5131197	5131239	-154214734	-	5S	rRNA	rRNA	-79	42	1	3
629	262	143	0	0	chr7	5834775	5834817	-153511156	+	5S	rRNA	rRNA	1	42	-79	3
676	301	119	0	0	chr7	11954721	11954763	-147391210	+	5S	rRNA	rRNA	2	43	-78	3
696	266	167	0	0	chr7	14576115	14576157	-144769816	-	5S	rRNA	rRNA	-79	42	1	3
755	537	178	0	0	chr7	22298593	22298683	-137047290	+	5S	rRNA	rRNA	1	90	-31	3
760	307	143	0	0	chr7	22998059	22998101	-136347872	-	5S	rRNA	rRNA	-79	42	1	3
769	542	174	0	0	chr7	24132708	24132794	-135213179	+	5S	rRNA	rRNA	5	90	-31	3
780	262	191	0	0	chr7	25610291	25610333	-133735640	+	5S	rRNA	rRNA	1	42	-79	3
783	279	167	0	0	chr7	26053862	26053904	-133292069	+	5S	rRNA	rRNA	1	42	-79	3
837	531	183	111	0	chr7	33083611	33083715	-126262258	+	LSU-rRNA_Hsa	rRNA	rRNA	2242	2358	-2677	3
838	681	98	0	0	chr7	33177739	33177831	-126168142	+	5S	rRNA	rRNA	1	92	-29	3
862	331	95	0	0	chr7	36410832	36410874	-122935099	-	5S	rRNA	rRNA	-79	42	1	3
863	321	263	69	21	chr7	36566398	36566495	-122779478	+	LSU-rRNA_Hsa	rRNA	rRNA	1841	1942	-3093	3
864	584	82	55	12	chr7	36593683	36593769	-122752204	-	5S	rRNA	rRNA	-31	90	1	3
892	241	149	21	0	chr7	40262245	40262292	-119083681	+	5S	rRNA	rRNA	2	49	-72	3
921	461	127	112	0	chr7	44125793	44125872	-115220101	-	5S	rRNA	rRNA	-31	90	2	3
936	292	100	0	0	chr7	46080552	46080592	-113265381	+	5S	rRNA	rRNA	1	40	-81	3
956	357	22	0	0	chr7	48632764	48632809	-110713164	+	LSU-rRNA_Hsa	rRNA	rRNA	4589	4633	-402	3
1004	298	77	0	0	chr7	55043102	55043141	-104302832	-	5S	rRNA	rRNA	-82	39	1	3
1092	643	111	0	0	chr7	66550604	66550694	-92795279	-	5S	rRNA	rRNA	-31	90	1	3
1097	264	133	0	0	chr7	67216447	67216492	-92129481	-	5S	rRNA	rRNA	-76	45	1	3
1106	234	245	0	0	chr7	68321754	68321803	-91024170	-	LSU-rRNA_Hsa	rRNA	rRNA	-2658	2377	2329	3
1109	558	116	23	44	chr7	68723961	68724051	-90621922	-	5S	rRNA	rRNA	-33	88	1	3
1111	3340	55	10	10	chr7	69062383	69062801	-90283172	+	LSU-rRNA_Hsa	rRNA	rRNA	3625	4042	-993	3
1133	702	193	0	0	chr7	71913741	71913855	-87432118	-	5S	rRNA	rRNA	-6	115	2	3
1138	287	133	0	0	chr7	72597558	72597603	-86748370	+	5S	rRNA	rRNA	1	45	-76	3
1153	644	138	0	0	chr7	74487446	74487540	-84858433	-	5S	rRNA	rRNA	-27	94	1	3
1154	660	111	0	0	chr7	74596801	74596891	-84749082	-	5S	rRNA	rRNA	-31	90	1	3
1154	342	113	19	0	chr7	74662928	74662981	-84682992	-	LSU-rRNA_Hsa	rRNA	rRNA	-3028	2007	1954	3
1186	373	236	86	9	chr7	78802462	78802569	-80543404	-	LSU-rRNA_Hsa	rRNA	rRNA	-3275	1760	1645	3
1192	576	159	0	0	chr7	79654110	79654198	-79691775	+	5S	rRNA	rRNA	3	90	-31	3
1205	451	86	28	0	chr7	81276023	81276093	-78069880	+	LSU-rRNA_Hsa	rRNA	rRNA	2381	2452	-2583	3
1205	1812	79	16	0	chr7	81333591	81333831	-78012142	+	SSU-rRNA_Hsa	rRNA	rRNA	526	769	-1100	3
1218	576	219	42	0	chr7	83017898	83018012	-76327961	+	5S	rRNA	rRNA	2	120	-1	3
1263	525	222	36	18	chr7	88967900	88968010	-70377963	+	5S	rRNA	rRNA	1	112	-9	3
1269	253	200	0	0	chr7	89776885	89776925	-69569048	+	5S	rRNA	rRNA	1	40	-81	3
1290	267	143	0	0	chr7	92414183	92414225	-66931748	+	5S	rRNA	rRNA	1	42	-79	3
1293	260	111	0	0	chr7	92806753	92806789	-66539184	-	LSU-rRNA_Hsa	rRNA	rRNA	-1328	3707	3672	3
1311	353	253	0	12	chr7	95243191	95243275	-64102698	+	LSU-rRNA_Hsa	rRNA	rRNA	1594	1676	-3359	3
1322	284	226	0	0	chr7	96711417	96711470	-62634503	-	5S	rRNA	rRNA	-67	54	2	3
1342	291	119	0	0	chr7	99265832	99265874	-60080099	-	5S	rRNA	rRNA	-79	42	1	3
1343	803	278	60	60	chr7	99468236	99468584	-59877389	-	LSU-rRNA_Hsa	rRNA	rRNA	-4615	420	73	3
1344	297	139	0	0	chr7	99614568	99614611	-59731362	-	5S	rRNA	rRNA	-78	43	1	3
1365	554	173	0	18	chr7	102325078	102325190	-57020783	-	LSU-rRNA_Hsa	rRNA	rRNA	-725	4310	4201	3
1385	561	178	0	0	chr7	104896321	104896411	-54449562	+	5S	rRNA	rRNA	1	90	-31	3
1386	1119	140	89	9	chr7	104990097	104990313	-54355660	+	LSU-rRNA_Hsa	rRNA	rRNA	3666	3900	-1135	3
1386	526	119	12	0	chr7	105001335	105001419	-54344554	-	LSU-rRNA_Hsa	rRNA	rRNA	0	5035	4951	3
1388	975	185	168	8	chr7	105325850	105326085	-54019888	+	LSU-rRNA_Hsa	rRNA	rRNA	4597	4876	-159	3
1399	497	144	0	108	chr7	106781615	106781708	-52564265	-	5S	rRNA	rRNA	-31	90	8	3
1400	323	211	0	0	chr7	106885672	106885724	-52460249	-	5S	rRNA	rRNA	-68	53	2	3
1411	275	146	0	0	chr7	108286692	108286733	-51059240	-	5S	rRNA	rRNA	-79	42	2	3
1459	723	167	0	8	chr7	114613784	114613905	-44732068	-	5S	rRNA	rRNA	0	121	2	3
1477	638	156	0	0	chr7	116944324	116944414	-42401559	-	5S	rRNA	rRNA	-31	90	1	3
1507	410	160	128	0	chr7	120897225	120897300	-38448673	-	5S	rRNA	rRNA	-29	92	7	3
1508	517	187	0	81	chr7	120981454	120981553	-38364420	-	5S	rRNA	rRNA	-30	91	1	3
1508	602	136	0	22	chr7	121083727	121083817	-38262156	-	5S	rRNA	rRNA	-31	90	3	3
1521	356	140	0	0	chr7	122763818	122763868	-36582105	-	5S	rRNA	rRNA	-71	50	1	3
1548	257	191	0	0	chr7	126283097	126283139	-33062834	+	5S	rRNA	rRNA	1	42	-79	3
1550	326	95	0	0	chr7	126519653	126519695	-32826278	+	5S	rRNA	rRNA	1	42	-79	3
1564	277	98	47	0	chr7	128434939	128434980	-30910993	+	5S	rRNA	rRNA	1	43	-78	3
